##name Bulgarian
##ownname Български
##isocode bg_BG.UTF-8
##plural 0

##id 0x0000
STR_0001_OFF_EDGE_OF_MAP                                        :{WHITE}Извън картата
STR_8008_CHANEY_JUBILEE_STEAM                                   :'Юбилей' (Парен)
STR_8009_GINZU_A4_STEAM                                         :Ginzu 'A4' (Парен)
STR_800A_SH_8P_STEAM                                            :SH '8P' (Парен)
STR_800B_MANLEY_MOREL_DMU_DIESEL                                :Manley-Morel DMU (Дизелов)
STR_800C_DASH_DIESEL                                            :'Стремителният' (Дизелов)
STR_800D_SH_HENDRY_25_DIESEL                                    :SH/Hendry '25' (Дизелов)
STR_800E_UU_37_DIESEL                                           :UU '37' (Дизелов)
STR_800F_FLOSS_47_DIESEL                                        :Флос '47' (Дизелов)
STR_8010_CS_4000_DIESEL                                         :CS 4000 (Дизелов)
STR_8011_CS_2400_DIESEL                                         :CS 2400 (Дизелов)
STR_8012_CENTENNIAL_DIESEL                                      :Стогодишен (Дизелов)
STR_8013_KELLING_3100_DIESEL                                    :Келинг 3100 (Дизелов)
STR_8014_TURNER_TURBO_DIESEL                                    :Търнър Турбо (Дизелов)
STR_8015_MJS_1000_DIESEL                                        :MJS 1000 (Дизелов)
STR_8016_SH_125_DIESEL                                          :SH '125' (Дизелов)
STR_8017_SH_30_ELECTRIC                                         :SH '30' (Електрически)
STR_8018_SH_40_ELECTRIC                                         :SH '40' (Електрически)
STR_8019_T_I_M_ELECTRIC                                         :'T.I.M.' (Електрически)
STR_801A_ASIASTAR_ELECTRIC                                      :'Източна Звезда' (Електрически)
STR_801B_PASSENGER_CAR                                          :Вагон за пътници
STR_801C_MAIL_VAN                                               :Вагон за поща
STR_801D_COAL_CAR                                               :Вагон за въглища
STR_801E_OIL_TANKER                                             :Цистерна за нефт
STR_801F_LIVESTOCK_VAN                                          :Вагон за добитък
STR_8020_GOODS_VAN                                              :Вагон за стоки
STR_8021_GRAIN_HOPPER                                           :Вагон за зърно
STR_8022_WOOD_TRUCK                                             :Вагон за дърва
STR_8023_IRON_ORE_HOPPER                                        :Вагон за желязна руда
STR_8024_STEEL_TRUCK                                            :Вагон за стомана
STR_8025_ARMORED_VAN                                            :Вагон за скъпоценности
STR_8026_FOOD_VAN                                               :Вагон за храна
STR_8027_PAPER_TRUCK                                            :Вагон за хартия
STR_8028_COPPER_ORE_HOPPER                                      :Вагон за медна руда
STR_8029_WATER_TANKER                                           :Цистерна за вода
STR_802A_FRUIT_TRUCK                                            :Вагон за плодове
STR_802B_RUBBER_TRUCK                                           :Вагон за каучук
STR_802C_SUGAR_TRUCK                                            :Вагон за захар
STR_802D_COTTON_CANDY_HOPPER                                    :Вагон за захарен памук
STR_802E_TOFFEE_HOPPER                                          :Вагон за карамел
STR_802F_BUBBLE_VAN                                             :Вагон за въздушни мехури
STR_8030_COLA_TANKER                                            :Цистерна за кола
STR_8031_CANDY_VAN                                              :Вагон за сладки
STR_8032_TOY_VAN                                                :Вагон за играчки
STR_8033_BATTERY_TRUCK                                          :Вагон за батерии
STR_8034_FIZZY_DRINK_TRUCK                                      :Вагон за газирани напитки
STR_8035_PLASTIC_TRUCK                                          :Вагон за пластмаса
STR_8036_X2001_ELECTRIC                                         :'X2001' (Електрически)
STR_8037_MILLENNIUM_Z1_ELECTRIC                                 :'Хилядолетие Z1' (Електрически)
STR_8038_WIZZOWOW_Z99                                           :Wizzowow Z99
STR_8039_PASSENGER_CAR                                          :Вагон за пътници
STR_803A_MAIL_VAN                                               :Вагон за поща
STR_803B_COAL_CAR                                               :Вагон за въглища
